player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Greg Dulcich,DEN,12.0,124.0,1.0,0.1,37.0
Kylen Granson,IND,9.7,95.2,0.8,0.2,32.8
Jordan Akins,NYG,6.0,56.6,0.4,1.0,28.1
Josiah Deguara,GB,10.0,101.0,1.0,0.1,34.2
John Bates,WAS,9.5,98.5,0.8,0.2,32.0
Ian Thomas,CAR,14.3,135.1,1.0,0.1,38.5
Will Dissly,SEA,7.5,75.8,0.5,0.2,27.5
Marcedes Lewis,GB,8.3,80.5,0.8,1.0,29.1
Isaiah Likely,BAL,15.3,161.1,1.5,0.1,40.0
Charlie Kolar,BAL,5.0,52.6,0.5,0.0,21.1
Nick Boyle,BAL,6.9,65.0,0.7,0.0,24.8
Zach Davidson,MIN,14.0,148.0,1.0,0.0,0.0
Maxx Williams,ARI,4.4,43.2,0.0,0.1,20.5
Matt Bushman,KC,14.0,136.0,1.0,0.0,33.6
Ryan Griffin,CHI,6.4,69.5,0.5,0.0,23.2
Jake Ferguson,DAL,6.3,64.9,0.6,0.0,23.1
Jacob Harris,LAR,12.0,132.0,1.0,0.0,31.2
Nick Eubanks,CIN,12.0,125.0,1.0,0.0,30.5
Alize Mack,GB,12.0,122.0,1.0,0.0,30.2
Shaun Beyer,MIN,12.0,122.0,1.0,0.0,30.2
Tyler Kroft,SF,5.9,59.2,0.6,0.0,21.1
Zach Gentry,PIT,4.1,37.6,0.3,0.0,17.3
Drew Sample,CIN,8.0,73.4,0.6,0.1,22.6
Noah Gray,KC,6.6,62.6,0.7,0.1,21.6
Connor Heyward,PIT,11.6,116.2,0.7,0.1,27.3
Kenny Yeboah,NYJ,10.0,105.3,0.8,0.0,25.7
Brock Wright,DET,5.0,47.0,0.0,0.0,19.2
Blake Bell,KC,4.3,43.6,0.5,0.1,18.8
Luke Farrell,JAC,7.6,81.0,0.6,0.1,21.1
Josh Oliver,BAL,9.2,90.5,0.8,0.0,23.3
Ko Kieft,TB,4.4,46.5,0.4,0.0,16.2
Nick Vannett,NO,3.6,40.2,0.3,0.1,13.9
Stephen Anderson,ARI,4.1,44.1,0.3,0.0,14.4
Ross Dwelley,SF,3.1,28.6,0.2,0.0,13.0
Jeremy Sprinkle,DAL,1.9,19.2,0.2,0.0,11.2
Tre' McKitty,LAC,4.4,43.4,0.0,0.1,15.0
Kevin Rader,PIT,4.2,39.5,0.3,0.0,14.4
Brycen Hopkins,LAR,4.2,41.3,0.4,0.0,14.1
Teagan Quitoriano,HOU,8.0,81.7,0.5,0.1,19.2
Jody Fortson,KC,4.4,43.0,0.5,0.0,14.2
Chris Manhertz,JAC,0.0,0.0,0.0,0.1,6.5
Richard Rodgers,PHI,7.0,71.0,0.7,0.0,17.9
Sean McKeon,DAL,0.0,0.0,0.0,0.1,7.1
Johnny Mundt,MIN,4.1,38.4,0.3,0.1,12.8
Jesper Horsted,LV,6.9,74.2,0.5,0.0,17.5
Nick Muse,MIN,1.8,19.2,0.2,0.0,9.8
Grant Calcaterra,PHI,3.1,31.2,0.3,0.0,11.5
Tyree Jackson,PHI,3.5,31.8,0.3,0.1,11.6
James Mitchell,DET,1.8,18.4,0.2,0.0,9.6
John FitzPatrick,ATL,1.7,17.4,0.1,0.0,8.7
Cole Turner,WAS,6.1,63.8,0.5,0.0,15.5
MyCole Pruitt,ATL,5.5,52.7,0.5,0.0,14.3
Eric Tomlinson,DEN,3.5,37.3,0.3,0.0,11.7
Juwan Johnson,NO,1.6,17.4,0.2,0.0,7.5
Devin Asiasi,NE,1.8,18.6,0.2,0.0,7.9
Ben Ellefson,MIN,4.0,38.1,0.3,0.0,11.1
Tommy Hudson,TEN,1.7,17.9,0.1,0.0,8.0
Chigoziem Okonkwo,TEN,5.3,55.8,0.5,0.0,13.5
Hunter Long,MIA,0.0,0.0,0.0,0.0,5.3
Colby Parkinson,SEA,3.6,32.2,0.2,0.1,10.0
Tommy Sweeney,BUF,0.0,0.0,0.0,0.0,5.2
Jack Stoll,PHI,0.0,0.0,0.0,0.0,5.4
Reggie Gilliam,BUF,4.2,38.9,0.4,0.0,10.5
Nick Bowers,LV,4.0,42.1,0.4,0.0,10.2
Jace Sternberger,PIT,4.2,40.0,0.3,0.0,10.1
Eric Saubert,DEN,4.1,39.2,0.4,0.0,10.3
Hunter Kampmoyer,LAC,3.8,39.6,0.4,0.0,10.0
Chris Herndon IV,NO,3.5,43.3,0.3,0.0,9.9
Jacob Hollister,LV,4.0,35.0,0.3,0.0,9.6
Jared Pinkney,LAR,3.8,39.0,0.3,0.0,9.4
Antony Auclair,HOU,4.0,38.2,0.2,0.0,9.2
Jeremy Ruckert,NYJ,3.7,36.9,0.3,0.0,9.0
Charlie Woerner,SF,3.5,31.6,0.4,0.0,8.8
Tyler Mabry,SEA,3.6,36.5,0.2,0.0,8.6
Miller Forristall,CLE,0.0,0.0,0.0,0.1,3.5
Parker Hesse,ATL,3.6,33.6,0.2,0.0,8.4
Nakia Griffin-Stewart,CLE,3.3,32.9,0.2,0.0,8.0
Mitchell Wilcox,CIN,0.0,0.0,0.0,0.0,1.8
Stephen Sullivan,CAR,0.0,0.0,0.0,0.0,1.8
Cethan Carter,MIA,0.0,0.0,0.0,0.0,0.9
Jordan Franks,KC,0.0,0.0,0.0,0.0,0.0
Sammis Reyes,WAS,0.0,0.0,0.0,0.0,0.0
Trevon Wesco,NYJ,0.0,0.0,0.0,0.0,0.0
Troy Fumagalli,SF,0.0,0.0,0.0,0.0,0.0
Chris Myarick,NYG,0.0,0.0,0.0,0.0,0.0
Tanner Hudson,SF,0.0,0.0,0.0,0.0,0.0
J.P. Holtz,NO,0.0,0.0,0.0,0.0,0.0
Noah Togiai,PHI,0.0,0.0,0.0,0.0,0.0
Colin Thompson,CAR,0.0,0.0,0.0,0.0,0.0
Deon Yelder,ARI,0.0,0.0,0.0,0.0,0.0
