player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Taysom Hill,NO,7.4,77.8,0.9,2.0,70.5
Austin Hooper,LV,23.0,244.1,0.1,0.2,62.2
Isaiah Likely,BAL,18.0,177.6,1.5,0.2,50.6
Noah Gray,KC,6.9,68.5,0.0,0.1,32.8
Luke Schoonmaker,DAL,7.8,78.9,0.6,1.0,33.2
Will Dissly,SEA,8.7,86.1,0.3,0.2,32.5
Jonnu Smith,ATL,12.1,115.0,0.0,0.2,37.1
Donald Parham Jr.,LAC,8.6,94.6,0.1,0.1,31.1
Robert Tonyan,CHI,5.7,52.8,0.5,0.0,26.9
Durham Smythe,MIA,18.0,162.7,0.0,0.1,43.7
Foster Moreau,NO,5.4,61.7,0.3,1.0,25.2
Brenton Strange,JAC,15.4,159.0,0.4,1.0,44.3
Brock Wright,DET,11.3,126.5,0.9,0.1,36.1
Josiah Deguara,GB,11.2,112.1,0.0,0.1,35.7
Kylen Granson,IND,9.6,94.1,0.0,0.0,31.8
Adam Trautman,DEN,13.4,123.2,0.0,0.5,36.4
C.J. Uzomah,NYJ,3.8,35.4,0.0,0.1,23.5
Jordan Akins,CLE,5.2,57.7,0.0,0.5,24.0
Tommy Tremble,CAR,7.2,68.4,0.5,1.0,27.0
Harrison Bryant,CLE,6.9,68.1,0.5,0.7,27.1
Jimmy Graham,NO,9.0,106.0,0.3,0.1,29.7
Josh Oliver,MIN,4.1,36.7,0.0,0.1,21.2
Tucker Kraft,GB,3.8,39.1,0.3,1.0,20.0
Mo Alie-Cox,IND,10.2,113.7,0.5,1.0,29.9
Ian Thomas,CAR,12.0,108.3,0.0,0.1,35.3
Geoff Swaim,ARI,20.9,37.2,0.0,0.0,28.1
Colby Parkinson,SEA,8.3,81.6,0.0,0.1,25.0
Darnell Washington,PIT,7.5,78.5,0.5,1.0,24.6
Daniel Bellinger,NYG,7.5,66.1,0.4,1.2,22.9
Brevin Jordan,HOU,10.0,96.0,0.0,0.0,23.0
Teagan Quitoriano,HOU,3.6,36.4,0.2,0.1,17.6
Elijah Higgins,MIA,11.0,172.7,0.4,0.1,27.0
Eric Saubert,MIA,11.0,98.2,0.0,0.1,23.7
Lawrence Cager,NYG,10.0,93.0,1.0,0.0,21.5
Charlie Kolar,BAL,6.8,68.9,0.4,0.1,21.8
Brycen Hopkins,LAR,8.0,86.9,0.4,0.1,23.6
Davis Allen,LAR,2.3,17.7,0.2,1.0,21.2
John Bates,WAS,7.3,68.5,0.0,0.1,23.1
Payne Durham,TB,7.9,74.0,0.4,1.0,27.9
Blake Bell,KC,4.5,14.0,0.2,0.1,15.0
Albert Okwuegbunam,DEN,7.5,76.1,0.6,0.5,18.8
Cameron Latu,SF,8.2,86.6,0.4,0.1,21.5
Peyton Hendershot,DAL,6.5,72.0,0.4,0.2,21.4
Hunter Long,LAR,3.4,33.8,0.4,0.1,20.0
Ko Kieft,TB,3.9,39.5,0.3,0.1,16.2
Miller Forristall,CLE,10.0,105.0,1.0,0.0,20.0
Dan Arnold,PHI,6.6,76.2,0.5,0.3,19.1
Tre' McKitty,LAC,8.2,81.4,0.0,0.1,20.6
Connor Heyward,PIT,3.6,36.5,0.2,0.1,14.1
Andrew Ogletree,IND,10.0,88.0,1.0,0.0,20.0
Josh Whyle,TEN,6.8,72.3,0.4,0.1,19.2
James Mitchell,DET,4.0,43.6,0.4,0.1,15.3
Zach Gentry,PIT,7.3,67.1,0.0,0.0,20.1
Jack Stoll,PHI,3.5,32.5,0.0,0.0,14.4
Andrew Beck,HOU,7.8,64.3,0.4,0.0,17.4
Zack Kuntz,NYJ,2.2,17.4,0.2,0.1,12.0
Stephen Sullivan,CAR,3.7,14.0,0.2,0.0,12.4
Tyler Kroft,MIA,2.9,29.8,0.3,0.1,15.6
Trevon Wesco,TEN,2.4,30.4,0.3,0.1,15.4
Marcedes Lewis,CHI,8.0,13.0,0.2,0.0,11.6
Drew Sample,CIN,4.4,37.1,0.0,0.3,14.2
Jeremy Ruckert,NYJ,3.0,35.5,0.3,0.1,11.6
Tanner Hudson,CIN,4.2,41.6,0.0,0.0,14.2
Reggie Gilliam,BUF,3.6,19.6,0.2,0.0,15.6
Stone Smartt,LAC,4.1,14.0,0.2,0.0,12.6
Will Mallory,IND,0.3,3.3,0.0,0.1,7.3
Jody Fortson,KC,4.6,46.5,0.0,1.0,13.4
Armani Rogers,WAS,7.3,68.6,0.3,0.1,17.0
Cole Turner,WAS,3.6,33.4,0.2,0.2,9.6
Johnny Mundt,MIN,4.3,37.4,0.0,0.1,12.7
Luke Farrell,JAC,3.3,31.7,0.0,0.0,12.4
Quintin Morris,BUF,4.1,41.0,0.3,0.1,11.9
Curtis Hodges,WAS,2.5,23.3,0.2,0.0,12.3
Chris Manhertz,DEN,1.7,16.5,0.0,0.1,10.8
Kevin Rader,TEN,0.8,8.3,0.2,0.1,8.6
Ross Dwelley,SF,0.3,3.4,0.0,0.0,4.4
Mitchell Wilcox,CIN,6.3,61.1,0.0,0.0,15.4
Anthony Firkser,NE,5.8,54.3,0.4,0.0,13.3
Eric Tomlinson,HOU,3.6,35.4,0.2,0.0,10.6
Shane Zylstra,DET,3.9,41.2,0.3,0.1,10.4
Grant Calcaterra,PHI,3.3,27.2,0.2,0.1,7.9
Nick Vannett,HOU,0.5,5.6,0.1,0.0,6.1
Giovanni Ricci,CAR,2.4,36.6,0.3,0.1,10.9
Jesper Horsted,LV,2.5,34.1,0.2,0.1,8.2
Charlie Woerner,SF,3.4,27.7,0.3,0.1,8.5
Dominique Dafney,TB,3.9,39.8,0.3,0.0,9.6
Tanner Conner,MIA,3.9,37.7,0.3,0.0,9.4
David Wells,TB,3.2,31.7,0.4,0.0,12.4
Devin Asiasi,CIN,0.5,4.3,0.1,0.1,3.8
Mason Schreck,HOU,3.6,35.2,0.2,0.0,8.7
Tommy Sweeney,NYG,3.7,33.0,0.2,0.0,8.4
Dalton Keene,HOU,3.6,35.1,0.2,0.0,8.6
Tyler Davis,GB,1.2,11.5,0.3,0.1,6.4
Chris Myarick,NYG,3.7,33.0,0.2,0.0,8.4
Noah Togiai,ARI,2.0,21.1,0.2,0.0,8.5
Feleipe Franks,ATL,3.1,29.0,0.2,0.0,7.4
Kaden Smith,WAS,3.2,29.2,0.2,0.0,7.3
Tyler Mabry,SEA,1.5,20.2,0.2,0.0,7.7
Parker Hesse,ATL,0.8,7.0,0.0,0.0,4.2
Pharaoh Brown,IND,0.7,6.8,0.0,0.1,3.8
Matt Sokol,NE,1.7,17.2,0.3,0.0,7.0
Sean McKeon,DAL,1.0,11.4,0.3,0.0,4.8
Hunter Kampmoyer,LAC,0.5,3.9,0.1,0.0,1.8
Ben Mason,BAL,0.3,2.0,0.0,0.0,0.8
Jacob Hollister,LV,0.0,23.5,0.5,0.0,0.0
MyCole Pruitt,ATL,0.0,30.6,0.4,0.0,0.0
Kendall Blanton,KC,0.0,35.0,0.3,0.0,0.0
Brayden Willis,SF,0.0,35.0,0.3,0.0,0.0
Tyree Jackson,PHI,0.0,91.0,0.3,0.1,0.0
