player,team,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Bo Nix,DEN,496.9,310.1,3212.1,19.0,12.1,61.4,280.6,2.4,3.6,227.4
Bryce Young,CAR,531.3,333.0,3449.8,19.2,11.9,43.0,237.1,1.2,3.5,227.2
Russell Wilson,PIT,430.8,274.3,2941.2,18.0,9.2,64.4,298.6,2.4,3.5,217.6
Gardner Minshew II,LV,414.1,259.6,2780.0,16.0,10.3,34.0,122.3,1.8,2.9,182.0
Drake Maye,NE,364.5,230.6,2652.2,14.0,11.0,49.1,233.4,1.9,2.5,181.0
Justin Fields,PIT,115.3,70.7,790.4,4.4,3.1,42.5,221.7,1.8,1.5,76.0
Taysom Hill,NO,5.0,4.0,38.0,0.0,0.0,80.0,403.0,6.0,1.0,75.8
Aidan O'Connell,LV,202.6,127.9,1244.2,6.4,4.6,18.1,36.6,0.3,1.0,74.6
Jacoby Brissett,NE,184.2,118.3,1120.3,5.8,4.1,16.9,60.5,0.3,1.1,70.0
Sam Howell,SEA,72.9,46.9,495.5,3.1,2.2,8.0,39.0,0.4,0.5,35.3
Drew Lock,NYG,74.1,46.5,504.5,3.3,1.8,7.9,24.9,0.1,0.6,33.8
Nick Mullens,MIN,82.8,53.6,495.7,2.5,1.9,5.6,18.0,0.1,0.4,29.6
Jarrett Stidham,DEN,64.4,40.2,439.7,2.4,1.8,8.1,25.9,0.3,0.6,28.8
Michael Penix Jr.,ATL,42.1,25.8,334.3,2.5,1.3,3.4,21.1,0.4,0.5,25.6
Jake Browning,CIN,50.5,32.6,330.4,2.4,1.0,5.6,23.5,0.2,0.2,24.8
Jameis Winston,CLE,48.6,30.0,358.7,2.1,1.7,5.5,21.5,0.1,0.2,23.2
Josh Johnson,BAL,42.7,26.7,293.8,1.9,0.9,8.8,37.0,0.3,0.3,22.9
Case Keenum,HOU,72.2,44.7,339.2,2.3,1.4,5.9,13.5,0.1,0.3,22.5
Hendon Hooker,DET,68.1,44.1,325.6,1.9,1.4,6.1,25.7,0.2,0.3,22.4
Mitchell Trubisky,BUF,45.8,30.4,274.5,2.0,1.3,8.1,26.7,0.3,0.2,22.0
Sean Clifford,GB,51.1,32.3,310.8,2.2,1.2,6.5,17.7,0.1,0.3,21.5
Jimmy Garoppolo,LAR,46.9,30.5,317.6,2.1,1.0,3.8,10.6,0.0,0.1,21.3
Mason Rudolph,TEN,57.0,34.7,330.3,1.9,1.3,5.3,13.6,0.1,0.3,20.6
Joshua Dobbs,SF,40.6,26.9,266.9,1.8,0.9,6.0,27.8,0.2,0.2,20.4
Carson Wentz,KC,44.7,27.9,278.0,2.1,0.7,3.8,15.5,0.1,0.2,20.3
Tyson Bagent,CHI,46.2,29.7,291.2,1.7,1.2,5.2,24.5,0.1,0.2,20.1
Cooper Rush,DAL,48.2,30.6,298.9,2.0,1.3,5.7,11.0,0.1,0.2,19.7
Tyrod Taylor,NYJ,43.5,27.5,269.9,1.9,0.9,5.5,23.5,0.0,0.2,19.5
Joe Flacco,IND,48.8,30.6,317.2,1.8,1.1,5.0,13.3,0.0,0.5,19.4
Mac Jones,JAC,47.0,31.6,290.8,1.6,0.9,5.4,18.9,0.0,0.1,19.1
Marcus Mariota,WAS,42.9,26.7,272.5,1.5,1.2,6.8,30.2,0.1,0.2,19.0
Easton Stick,LAC,43.2,26.5,263.6,1.7,0.9,6.1,24.4,0.1,0.2,18.9
Kenny Pickett,PHI,43.8,28.5,283.4,1.6,1.2,7.1,21.5,0.2,0.5,18.9
Desmond Ridder,ARI,48.2,30.9,306.4,1.6,1.4,5.8,20.1,0.1,0.9,18.1
Kyle Trask,TB,44.7,26.9,264.6,1.7,0.9,5.5,13.5,0.1,0.2,18.1
Andy Dalton,CAR,45.5,28.5,270.3,1.5,0.9,4.7,16.6,0.1,0.1,17.8
Mike White,MIA,47.1,30.1,292.6,1.5,1.4,4.2,8.5,0.1,0.2,17.1
Spencer Rattler,NO,41.8,27.3,230.9,1.6,0.5,3.8,14.1,0.1,0.2,16.5
Tyler Huntley,CLE,0.0,0.0,202.0,1.0,1.0,0.0,24.0,0.0,0.0,13.5
Zach Wilson,DEN,0.0,0.0,200.0,1.0,1.0,0.0,17.0,0.0,0.0,12.7
Jaren Hall,MIN,0.0,0.0,174.0,1.0,1.0,0.0,26.0,0.0,0.0,12.6
Bailey Zappe,NE,0.0,0.0,200.0,1.0,1.0,0.0,15.0,0.0,0.0,12.5
Malik Willis,TEN,0.0,0.0,168.0,1.0,1.0,0.0,26.0,0.0,0.0,12.3
Tommy DeVito,NYG,0.0,0.0,190.0,1.0,1.0,0.0,17.0,0.0,0.0,12.3
Davis Mills,HOU,22.0,13.0,184.5,1.0,0.5,4.0,13.5,0.0,0.0,12.2
C.J. Beathard,JAC,0.0,0.0,186.0,1.0,1.0,0.0,15.0,0.0,0.0,11.9
Trey Lance,DAL,24.0,15.0,177.0,1.0,1.0,5.0,18.5,0.0,0.0,11.9
Kyle Allen,PIT,0.0,0.0,186.0,1.0,1.0,0.0,13.0,0.0,0.0,11.7
Jordan Travis,NYJ,0.0,0.0,188.0,1.0,1.0,0.0,10.0,0.0,0.0,11.5
Skylar Thompson,MIA,0.0,0.0,161.0,1.0,1.0,0.0,20.0,0.0,0.0,11.4
Taylor Heinicke,ATL,0.0,0.0,220.0,1.0,1.0,0.0,14.0,0.0,1.0,11.2
Clayton Tune,ARI,0.0,0.0,180.0,1.0,1.0,0.0,7.0,0.0,0.0,10.9
Michael Pratt,GB,16.0,11.0,156.0,1.0,0.5,2.0,10.0,0.0,0.0,10.7
Joe Milton III,NE,0.0,0.0,190.0,1.0,1.0,0.0,17.0,0.0,1.0,10.3
Stetson Bennett,LAR,0.0,0.0,92.0,1.0,0.0,0.0,13.0,0.0,0.0,9.0
Carter Bradley,LV,16.0,10.0,106.0,1.0,0.0,2.0,7.0,0.0,0.0,8.9
Sam Hartman,WAS,0.0,0.0,100.0,1.0,0.0,0.0,7.0,0.0,0.0,8.7
Tanner McKee,PHI,0.0,0.0,80.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0
Sam Ehlinger,IND,0.0,0.0,76.0,1.0,0.0,0.0,8.0,0.0,0.0,7.8
Dorian Thompson-Robinson,CLE,0.0,0.0,87.0,0.0,0.0,0.0,13.0,0.0,0.0,4.8
Devin Leary,BAL,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
