player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Mo Alie-Cox,IND,1.3,14.5,0.1,0.0,3.1
Jaeden Graham,ATL,1.2,13.9,0.1,0.0,3.0
Ryan Griffin,NYJ,1.2,12.8,0.1,0.0,2.8
Jeremy Sprinkle,WAS,1.3,12.5,0.1,0.0,2.8
Jesse James,DET,1.2,12.8,0.1,0.0,2.8
Anthony Firkser,TEN,1.1,13.1,0.1,0.0,2.7
Kaden Smith,NYG,1.1,12.5,0.1,0.0,2.6
Taysom Hill,NO,1.1,11.4,0.1,0.0,2.6
Maxx Williams,ARI,1.2,11.6,0.0,0.0,2.6
Adam Shaheen,MIA,1.1,11.8,0.0,0.0,2.5
Jacob Hollister,SEA,1.1,10.3,0.0,0.0,2.4
James O'Shaughnessy,JAC,1.0,10.6,0.0,0.0,2.4
Josh Hill,NO,1.0,9.8,0.1,0.0,2.3
Tyler Kroft,BUF,0.9,9.6,0.0,0.0,2.0
Foster Moreau,LV,0.9,10.1,0.0,0.0,2.0
Adam Trautman,NO,0.9,9.2,0.0,0.0,2.0
Demetrius Harris,CHI,0.8,7.8,0.0,0.0,1.8
MyCole Pruitt,TEN,0.7,7.4,0.0,0.0,1.6
Brad Cottam,KC,0.7,7.7,0.0,0.0,1.4
Donald Parham,LAC,0.7,7.4,0.0,0.0,1.4
Drew Sample,CIN,0.6,6.2,0.0,0.0,1.4
Jake Butt,DEN,0.6,5.9,0.0,0.0,1.3
Chris Manhertz,CAR,0.6,6.3,0.0,0.0,1.2
Marcedes Lewis,GB,0.5,5.6,0.0,0.0,1.2
Ryan Izzo,NE,0.5,5.2,0.0,0.0,1.1
Buck Ortega,NO,0.5,5.9,0.0,0.0,1.1
Ricky Seals-Jones,KC,0.4,4.8,0.0,0.0,1.1
Albert Okwuegbunam,DEN,0.5,5.7,0.0,0.0,1.1
Virgil Green,LAC,0.5,4.9,0.0,0.0,1.1
Nick Vannett,DEN,0.4,3.9,0.0,0.0,0.9
Luke Willson,SEA,0.4,3.9,0.0,0.0,0.8
Lee Smith,BUF,0.4,3.9,0.0,0.0,0.8
Xavier Grimble,IND,0.3,3.6,0.0,0.0,0.8
Deon Yelder,KC,0.3,3.8,0.0,0.0,0.8
Derek Carrier,LV,0.3,3.6,0.0,0.0,0.8
Ross Travis,NYJ,0.3,3.8,0.0,0.0,0.7
Josiah Deguara,GB,0.3,3.8,0.0,0.0,0.7
Daniel Brown,NYJ,0.3,3.8,0.0,0.0,0.7
Luke Stocker,ATL,0.3,3.3,0.0,0.0,0.7
Trevon Wesco,NYJ,0.3,3.1,0.0,0.0,0.7
Dalton Schultz,DAL,0.3,3.2,0.0,0.0,0.7
Blake Bell,DAL,0.3,3.2,0.0,0.0,0.7
Levine Toilolo,NYG,0.3,3.0,0.0,0.0,0.6
Tyler Conklin,MIN,0.3,2.9,0.0,0.0,0.6
Kahale Warring,HOU,0.3,3.3,0.0,0.0,0.6
Durham Smythe,MIA,0.3,3.0,0.0,0.0,0.6
Eric Saubert,CHI,0.2,2.6,0.0,0.0,0.6
Stephen Anderson,LAC,0.2,2.6,0.0,0.0,0.6
Alex Ellis,NE,0.2,2.4,0.0,0.0,0.5
Stephen Carlson,CLE,0.2,2.4,0.0,0.0,0.5
Johnny Mundt,LAR,0.2,2.3,0.0,0.0,0.5
Isaac Nauta,DET,0.2,2.2,0.0,0.0,0.5
Jason Croom,BUF,0.2,1.8,0.0,0.0,0.4
Cethan Carter,CIN,0.2,1.8,0.0,0.0,0.4
Geoff Swaim,TEN,0.2,1.7,0.0,0.0,0.4
Zach Gentry,PIT,0.1,1.4,0.0,0.0,0.3
Jesper Horsted,CHI,0.1,1.4,0.0,0.0,0.3
J.P. Holtz,CHI,0.1,0.9,0.0,0.0,0.2
Ross Dwelley,SF,0.1,0.9,0.0,0.0,0.2
Antony Auclair,TB,0.1,0.8,0.0,0.0,0.2
Cole Hikutini,DAL,0.1,0.9,0.0,0.0,0.2
Jordan Franks,CIN,0.1,0.7,0.0,0.0,0.2
Darrell Daniels,ARI,0.1,0.9,0.0,0.0,0.2
