player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Mason Schreck,CIN,2.9,30.4,0.2,0.0,8.0
Colby Parkinson,SEA,0.0,0.0,0.0,0.0,2.8
Eric Tomlinson,BAL,2.8,28.8,0.3,0.0,7.3
Lee Smith,ATL,0.9,7.5,0.0,0.0,3.8
Dominique Dafney,GB,0.8,8.4,0.1,0.0,3.7
Sean McKeon,DAL,0.9,9.5,0.0,0.0,4.0
Zach Davidson,MIN,2.4,24.0,0.2,0.0,5.8
Tanner Hudson,SF,2.1,23.0,0.2,0.0,5.7
Cethan Carter,MIA,0.9,7.2,0.0,0.0,3.7
Trevon Wesco,NYJ,0.9,8.5,0.0,0.0,3.6
Eric Saubert,DEN,0.9,7.8,0.0,0.0,3.5
Kaden Smith,NYG,0.8,6.5,0.0,0.0,3.5
Luke Willson,SEA,1.8,20.3,0.2,0.0,5.1
Matt LaCosse,NE,1.9,20.0,0.2,0.0,4.8
Ricky Seals-Jones,WAS,1.2,14.5,0.2,0.0,3.6
Farrod Green,IND,1.8,17.9,0.1,0.0,4.2
Codey McElroy,TB,0.9,8.6,0.1,0.0,2.9
Garrett Griffin,NO,0.8,9.4,0.1,0.0,2.3
Kevin Rader,PIT,0.9,8.7,0.0,0.0,2.3
Isaac Nauta,GB,0.8,8.2,0.0,0.0,2.2
Tyrone Swoopes,WAS,0.9,9.7,0.0,0.0,2.3
Hakeem Butler,PHI,0.8,8.4,0.0,0.0,2.0
Jason Croom,PHI,0.8,8.5,0.0,0.0,2.1
Jesper Horsted,CHI,0.8,8.2,0.0,0.0,2.1
Deon Yelder,TB,0.8,7.3,0.0,0.0,2.0
Colin Thompson,CAR,0.7,6.7,0.0,0.0,1.8
