player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Brevin Jordan,HOU,14.6,183.5,1.7,0.0,43.1
Jaheim Bell,NE,16.5,172.0,1.5,0.0,42.7
Elijah Higgins,ARI,16.3,177.8,1.0,0.0,39.9
Brock Wright,DET,15.7,149.5,1.5,0.1,39.7
Jeremy Ruckert,NYJ,16.2,161.2,1.2,0.1,39.4
Josh Oliver,MIN,16.1,156.6,1.2,0.4,38.3
Jelani Woods,IND,13.7,169.7,1.2,0.0,38.0
Johnny Mundt,MIN,16.7,160.7,0.8,0.0,37.7
Logan Thomas,SF,14.0,143.0,1.0,0.0,34.3
Connor Heyward,PIT,15.3,137.6,0.7,0.0,33.4
Will Mallory,IND,13.5,138.5,0.9,0.0,32.6
Davis Allen,LAR,13.1,134.4,1.0,0.0,32.6
Dallin Holker,NO,13.0,135.0,1.0,0.0,32.5
Foster Moreau,NO,12.5,139.0,1.0,0.0,32.5
Josh Whyle,TEN,12.5,127.9,1.1,0.0,31.6
Jack Stoll,NYG,13.1,122.0,0.9,0.0,30.8
Pharaoh Brown,SEA,12.0,131.9,0.9,0.0,30.7
Devin Culp,TB,12.0,124.0,1.0,0.0,30.4
Tanner McLachlan,CIN,12.0,123.0,1.0,0.0,30.3
Peyton Hendershot,DAL,11.8,119.2,1.0,0.0,29.7
Ian Thomas,CAR,12.6,128.7,0.6,0.0,28.8
AJ Barner,SEA,11.6,118.5,0.9,0.0,28.8
Darnell Washington,PIT,12.0,119.7,0.8,0.0,28.7
Luke Schoonmaker,DAL,10.8,110.9,1.1,0.0,28.2
Brayden Willis,SF,10.0,121.0,1.0,0.0,28.1
Cameron Latu,SF,11.5,104.5,1.0,0.0,28.0
Drew Ogletree,IND,10.1,125.7,0.9,0.1,27.8
John FitzPatrick,ATL,10.0,117.0,1.0,0.0,27.7
Irv Smith Jr.,KC,11.4,102.9,1.0,0.0,27.5
Travis Vokolek,ARI,11.0,102.0,1.0,0.0,27.2
Jordan Akins,CLE,10.4,103.6,0.9,0.0,26.0
Erick All Jr.,CIN,10.3,103.5,0.8,0.0,25.4
Stone Smartt,LAC,9.5,108.8,0.8,0.0,25.3
Cade Stover,HOU,9.9,105.7,0.8,0.0,25.1
Brenton Strange,JAC,9.7,92.1,1.0,0.0,24.9
Tip Reiman,ARI,10.2,99.2,0.8,0.0,24.9
Drew Sample,CIN,10.5,94.3,0.8,0.0,24.5
Jared Wiley,KC,9.6,98.5,0.8,0.0,24.2
Lucas Krull,DEN,9.6,101.6,0.7,0.0,24.0
Payne Durham,TB,9.2,96.7,0.7,0.0,23.2
Teagan Quitoriano,HOU,6.5,100.6,1.1,0.0,23.1
Quintin Morris,BUF,7.0,74.8,1.1,0.0,20.8
James Mitchell,DET,8.0,83.3,0.7,0.0,20.4
MyCole Pruitt,PIT,6.2,67.2,1.1,0.0,19.8
Miller Forristall,LAR,7.6,78.5,0.6,0.0,19.2
Harrison Bryant,LV,7.7,76.5,0.6,0.0,19.1
Eric Saubert,SF,8.5,73.0,0.5,0.0,18.8
Ben Sims,GB,6.5,56.5,1.1,0.0,18.7
Ross Dwelley,ATL,6.0,83.7,0.7,0.0,18.3
Luke Farrell,JAC,7.4,75.0,0.6,0.0,18.2
John Bates,WAS,8.1,76.9,0.4,0.0,18.2
Armani Rogers,PHI,6.5,76.4,0.6,0.0,17.6
Nick Vannett,TEN,6.3,69.9,0.6,0.0,16.8
Cole Turner,WAS,6.0,68.8,0.6,0.0,16.3
Lawrence Cager,NYG,7.6,66.4,0.4,0.0,16.3
Charlie Woerner,ATL,8.1,62.7,0.3,0.0,16.3
Albert Okwuegbunam Jr.,PHI,6.4,62.5,0.6,0.0,16.2
Josiah Deguara,JAC,7.1,60.9,0.4,0.0,15.7
Cole Fotheringham,LV,5.9,57.4,0.6,0.0,15.1
Hunter Long,LAR,5.4,55.3,0.6,0.0,14.5
Ko Kieft,TB,5.6,56.5,0.5,0.1,13.9
Charlie Kolar,BAL,5.4,58.9,0.4,0.0,13.7
Grant Calcaterra,PHI,5.4,53.0,0.4,0.1,13.1
John Stephens Jr.,DAL,4.0,41.0,0.3,0.0,10.1
Kenny Yeboah,NYJ,3.9,37.1,0.3,0.0,9.3
Anthony Firkser,NYJ,3.9,37.0,0.3,0.0,9.2
Mitchell Wilcox,NE,3.4,24.3,0.0,0.0,6.0
Dalton Keene,HOU,2.0,21.2,0.2,0.0,5.2
Tre' McKitty,BUF,2.1,20.4,0.2,0.0,5.1
Jody Fortson Jr.,MIA,2.1,19.7,0.2,0.0,5.1
Tyler Davis,GB,2.0,19.9,0.2,0.0,5.1
Shane Zylstra,DET,2.0,20.0,0.2,0.0,5.0
Julian Hill,MIA,2.1,19.2,0.2,0.0,5.0
Tommy Hudson,NO,2.0,19.6,0.2,0.0,5.0
Brady Russell,SEA,2.0,19.0,0.2,0.0,4.9
Zack Kuntz,NYJ,1.9,18.3,0.2,0.0,4.7
Eric Tomlinson,IND,1.8,17.6,0.2,0.0,4.6
Zach Gentry,LV,1.7,15.9,0.2,0.0,4.4
Nate Adkins,DEN,1.7,15.9,0.2,0.0,4.3
Rodney Williams,PIT,1.7,15.8,0.2,0.0,4.3
Chris Manhertz,NYG,1.9,16.8,0.1,0.0,4.3
